Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GIMAP1	"HIMAP1, IAN2, IMAP1, IMAP38"	ENSG00000213203	"GTPase, IMAP family member 1"	Q8WWP7	7	150716606-150724284	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 24.0"	"Group enriched"	"Detected in many"	5	"Adipocytes: 172.8;Endothelial cells: 129.8;Hofbauer cells: 43.6;Kupffer cells: 93.3;Lymphatic endothelial cells: 102.0;Macrophages: 45.1;monocytes: 82.6;NK-cells: 112.4;T-cells: 97.9"	"Group enriched"	"Detected in some"	6	"central nervous system macrophage: 43.5;endothelial cell: 82.1;leukocyte: 50.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enriched"	"Detected in single"	17	"Leukemia: 3.6"	"Adrenal gland - Macrophages, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Prostate - Endothelial cells, Skin - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA044887, HPA053441"	Uncertain		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 19: NK-cells - Adaptive immune response"	40	"Endoplasmic reticulum"		"HPA044887: AB_10960351, HPA053441: AB_2682152"	"unprognostic (2.25e-1)"	"unprognostic (2.36e-2)"	"unprognostic (9.87e-3)"	"unprognostic (1.05e-2)"	"unprognostic (4.44e-2)"	"unprognostic (3.23e-1)"	"unprognostic (3.30e-1)"	"unprognostic (3.42e-1)"	"unprognostic (4.10e-4)"	"unprognostic (2.24e-1)"	"unprognostic (4.14e-6)"	"unprognostic (1.30e-2)"	"unprognostic (1.04e-1)"	"unprognostic (9.11e-4)"	"unprognostic (5.88e-4)"	"unprognostic (2.91e-4)"	"unprognostic (4.40e-2)"	"unprognostic (9.85e-2)"	"unprognostic (8.02e-2)"		"unprognostic (1.35e-1)"	"unprognostic (1.46e-2)"		"unprognostic (9.79e-2)"	"unprognostic (2.15e-1)"	"unprognostic (2.91e-1)"	"unprognostic (6.94e-2)"	"unprognostic (8.42e-2)"	"unprognostic (1.19e-3)"	"unprognostic (3.85e-1)"	"unprognostic (5.04e-2)"
GIMAP1-GIMAP5		ENSG00000281887	"GIMAP1-GIMAP5 readthrough"		7	150716668-150743646	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 16.0"	"Not detected"	"Not detected"							"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"monocytes: 38.0;NK-cells: 69.8;T-cells: 101.5"	"Cancer enriched"	"Detected in single"	11	"Leukemia: 1.0"										HPA053441			Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 27: T-cells - Unknown function"	"Cluster 47: Spleen - Immune response"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 59: Leukemia - T-cell receptor"			"Endoplasmic reticulum"		"HPA053441: AB_2682152"	"unprognostic (1.36e-1)"	"unprognostic (1.85e-1)"		"unprognostic (1.12e-1)"			"unprognostic (2.51e-1)"			"unprognostic (8.70e-2)"	"unprognostic (2.89e-5)"	"unprognostic (7.44e-2)"	"unprognostic (7.54e-3)"			"unprognostic (3.73e-2)"						"unprognostic (1.12e-1)"							"unprognostic (1.95e-2)"	"unprognostic (3.08e-1)"	
GPAA1	"GAA1, hGAA1"	ENSG00000197858	"Glycosylphosphatidylinositol anchor attachment 1"	O43292	8	144082337-144093149	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"GPI-anchor biosynthesis"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA077224	Approved		Approved	"Endoplasmic reticulum,Centrosome,Mitochondria,Cytosol"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 21: Non-specific - Metabolism"	"Cluster 40: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	30	"Endoplasmic reticulum, Cytosol"	"Centrosome, Mitochondria"	"HPA077224: "	"unprognostic (4.91e-3)"	"unprognostic (1.94e-4)"	"unprognostic (2.01e-1)"	"unprognostic (7.22e-2)"	"unprognostic (2.22e-1)"	"unprognostic (1.40e-1)"	"unprognostic (6.82e-2)"	"unprognostic (2.11e-2)"	"unprognostic (3.42e-1)"	"unprognostic (5.51e-2)"	"unprognostic (6.68e-2)"	"unprognostic (1.73e-1)"	"unprognostic (3.49e-1)"	"unprognostic (1.49e-3)"	"unprognostic (2.31e-2)"	"unprognostic (3.74e-2)"	"unprognostic (3.80e-2)"	"unprognostic (2.13e-2)"	"unprognostic (2.43e-1)"	"unprognostic (1.46e-1)"	"unprognostic (3.86e-2)"	"unprognostic (3.79e-2)"	"unprognostic (1.25e-1)"	"unprognostic (5.83e-2)"	"unprognostic (1.13e-1)"	"unprognostic (6.62e-2)"	"unprognostic (2.39e-1)"	"unprognostic (9.58e-2)"	"unprognostic (1.19e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.63e-2)"
GRAMD1B	"KIAA1201, LINC01059"	ENSG00000023171	"GRAM domain containing 1B"	Q3KR37	11	123358428-123627774	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"adrenal gland: 250.7;brain: 114.1;retina: 93.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 89.8;Cone photoreceptor cells: 108.7;dendritic cells: 104.4;Excitatory neurons: 116.8;Inhibitory neurons: 98.5;Oligodendrocyte precursor cells: 89.1;Rod photoreceptor cells: 109.9"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 771.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	4	"plasmacytoid DC: 6.8"	"Lineage enriched"	"Detected in many"	4	"dendritic cells: 6.8"	"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 69.7"	"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Cholangiocyte, Pituitary gland - Lactotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA008557, HPA075204"	Approved		Supported	"Endoplasmic reticulum,Vesicles,Plasma membrane"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 28: Neuronal - Transcription"	"Cluster 5: Non-specific - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 28: Dendritic cells - Antigen presentation"	7	"Endoplasmic reticulum, Plasma membrane"	Vesicles	"HPA008557: AB_1079197, HPA075204: "	"unprognostic (5.34e-2)"	"unprognostic (2.15e-1)"	"unprognostic (7.22e-2)"	"unprognostic (3.87e-2)"	"unprognostic (1.18e-1)"	"unprognostic (5.33e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.50e-3)"	"unprognostic (1.15e-2)"	"unprognostic (1.10e-2)"	"unprognostic (2.88e-4)"	"unprognostic (9.34e-2)"	"unprognostic (5.55e-3)"	"unprognostic (2.47e-3)"	"unprognostic (3.54e-1)"	"unprognostic (1.97e-3)"	"unprognostic (5.16e-2)"	"unprognostic (3.78e-2)"	"unprognostic (6.97e-2)"	"unprognostic (1.48e-1)"	"unprognostic (2.91e-3)"	"unprognostic (1.13e-1)"	"unprognostic (6.41e-2)"		"unprognostic (2.57e-1)"	"unprognostic (1.67e-1)"	"unprognostic (2.94e-1)"	"unprognostic (2.90e-2)"	"unprognostic (6.18e-2)"	"unprognostic (1.40e-1)"	"unprognostic (4.83e-2)"
HACE1	KIAA1320	ENSG00000085382	"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1"	Q8IYU2	6	104728094-104859919	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Cell cycle, Transcription, Transcription regulation, Ubl conjugation pathway"	Transferase	"Disease variant, Hereditary spastic paraplegia, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"placenta: 29.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 40.3;Excitatory neurons: 114.8;Inhibitory neurons: 80.8;Microglial cells: 43.8;Oligodendrocyte precursor cells: 60.4;Oligodendrocytes: 69.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046071			Supported	"Nuclear bodies,Endoplasmic reticulum"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 58: Placenta - Pregnancy"	"Cluster 34: Non-specific - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 34: Neurons - Neuronal signaling"	14	"Endoplasmic reticulum"	"Nuclear bodies"	"HPA046071: AB_2679524"	"unprognostic (9.67e-3)"	"unprognostic (9.91e-4)"	"unprognostic (2.24e-1)"	"unprognostic (6.14e-2)"	"unprognostic (4.88e-3)"	"unprognostic (2.08e-2)"	"unprognostic (1.23e-1)"	"unprognostic (4.60e-3)"	"unprognostic (2.48e-2)"	"unprognostic (3.73e-2)"	"unprognostic (3.55e-8)"	"unprognostic (3.71e-3)"	"unprognostic (7.52e-3)"		"unprognostic (7.51e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.68e-1)"	"unprognostic (5.95e-2)"	"unprognostic (2.36e-1)"	"unprognostic (1.74e-1)"	"unprognostic (3.94e-1)"	"unprognostic (1.88e-1)"	"unprognostic (2.26e-1)"	"unprognostic (8.26e-2)"	"unprognostic (1.12e-1)"	"unprognostic (6.63e-4)"	"unprognostic (9.24e-2)"	"unprognostic (5.68e-2)"	"unprognostic (7.77e-2)"	"unprognostic (2.60e-2)"	"unprognostic (4.76e-2)"
HDLBP	"HBP, VGL"	ENSG00000115677	"High density lipoprotein binding protein"	Q00341	2	241227264-241317061	"Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Cholesterol metabolism, Lipid metabolism, Lipid transport, Steroid metabolism, Sterol metabolism, Transport"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Serous glandular cells: 554.8"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004189, CAB026457, HPA070707"	Enhanced		Supported	"Nuclear bodies,Endoplasmic reticulum"			NA	NA		62000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 68: Non-specific - Protein processing"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 26: Non-specific - Mitochondria & RNA binding"	"Cluster 77: Plasma cells - Protein processing"	70	"Endoplasmic reticulum"	"Nuclear bodies"	"CAB026457: , HPA004189: AB_1079044, HPA070707: "	"unprognostic (2.18e-1)"	"unprognostic (4.17e-2)"	"unprognostic (1.84e-3)"	"unprognostic (5.67e-3)"	"unprognostic (8.48e-2)"	"unprognostic (1.71e-1)"	"unprognostic (3.80e-1)"	"unprognostic (8.04e-4)"	"unprognostic (2.21e-1)"	"unprognostic (9.70e-2)"	"unprognostic (1.28e-4)"	"unprognostic (1.83e-1)"	"unprognostic (1.11e-3)"	"unprognostic (2.16e-4)"	"unprognostic (4.74e-4)"	"unprognostic (1.50e-2)"	"unprognostic (3.20e-3)"	"unprognostic (1.62e-2)"	"unprognostic (7.67e-2)"	"unprognostic (1.95e-2)"	"unprognostic (5.44e-2)"	"unprognostic (1.35e-3)"	"unprognostic (1.27e-2)"	"unprognostic (2.26e-1)"	"unprognostic (2.10e-1)"	"unprognostic (1.01e-1)"	"unprognostic (2.57e-1)"	"unprognostic (8.17e-2)"	"unprognostic (8.75e-2)"	"unprognostic (1.38e-2)"	"unprognostic (1.73e-1)"
HM13	"dJ324O17.1, H13, IMP1, IMPAS, PSENL3, PSL3, SPP, SPPL1"	ENSG00000101294	"Histocompatibility minor 13"	Q8TCT9	20	31514410-31577923	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"Hydrolase, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Plasma cells: 438.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA045089, HPA056062"	Enhanced		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 68: Non-specific - Protein processing"	"Cluster 21: Non-specific - Metabolism"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 77: Plasma cells - Protein processing"	12	"Endoplasmic reticulum"		"HPA045089: AB_10962054, HPA056062: AB_2683022"	"unprognostic (4.82e-2)"	"unprognostic (3.05e-2)"	"unprognostic (2.14e-1)"	"unprognostic (4.46e-4)"	"unprognostic (3.85e-1)"	"unprognostic (1.02e-1)"	"unprognostic (3.46e-1)"	"unprognostic (1.75e-1)"	"unprognostic (2.46e-2)"	"unprognostic (3.06e-2)"	"unprognostic (1.96e-3)"	"unprognostic (1.46e-4)"	"unprognostic (3.19e-2)"	"unprognostic (4.45e-4)"	"unprognostic (2.75e-6)"	"unprognostic (5.43e-2)"	"unprognostic (5.51e-2)"	"unprognostic (7.13e-4)"	"unprognostic (7.50e-2)"	"unprognostic (5.48e-3)"	"unprognostic (2.47e-1)"	"unprognostic (7.83e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.75e-1)"	"unprognostic (1.11e-2)"	"unprognostic (1.17e-2)"	"unprognostic (5.31e-2)"	"unprognostic (8.57e-2)"	"unprognostic (8.21e-3)"	"unprognostic (3.11e-2)"	"unprognostic (3.37e-2)"
HRC	MGC133236	ENSG00000130528	"Histidine rich calcium binding protein"	P23327	19	49151198-49155396	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	50	"heart muscle: 695.2;skeletal muscle: 436.8;tongue: 234.9"	"Cell type enriched"	"Detected in some"	19	"Cardiomyocytes: 2388.8"	"Group enriched"	"Detected in some"	13	"pericyte: 25.1;vascular associated smooth muscle cell: 21.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Myeloma: 7.7;Rhabdoid: 2.9;Sarcoma: 5.7"	"Adrenal gland - Fibroblasts, Heart muscle - Cardiomyocytes, Kidney - Fibroblasts, Liver - Hepatic stellate cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA004833, HPA004834"	Enhanced		Supported	"Endoplasmic reticulum,Mitochondria,Cytosol"	"Intracellular and membrane"	"No annotated function"	NA	NA		90000		"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 68: Cardiomyocytes - Muscle contraction"	2	"Endoplasmic reticulum"	"Mitochondria, Cytosol"	"HPA004833: AB_1079083, HPA004834: "	"unprognostic (7.68e-2)"		"unprognostic (9.55e-3)"				"unprognostic (4.64e-1)"		"unprognostic (1.46e-2)"	"unprognostic (2.62e-1)"	"unprognostic (2.29e-4)"	"unprognostic (3.47e-6)"												"unprognostic (3.11e-2)"					"unprognostic (8.65e-2)"	"unprognostic (1.22e-1)"	"unprognostic (4.76e-2)"
HSD3B1	"HSD3B, HSDB3, SDR11E1"	ENSG00000203857	"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	P14060	1	119507198-119515054	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Steroid metabolism, Steroidogenesis"	"Isomerase, Multifunctional enzyme, Oxidoreductase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	9	"placenta: 75.2"	"Cell type enriched"	"Detected in some"	4	"Syncytiotrophoblasts: 697.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bladder Urothelial Carcinoma (TCGA): 3.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bladder cancer: 15.5;Gastric cancer: 12.8;testis cancer: 24.4"	"Skin - Sebaceous gland cells"									"HPA043261, HPA043264, HPA044028"	Supported		Approved	"Nucleoli,Endoplasmic reticulum,Microtubules,Cytokinetic bridge,Primary cilium,Primary cilium transition zone"			Yes	NA				"Cluster 58: Placenta - Pregnancy"	"Cluster 53: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	8	"Nucleoli, Endoplasmic reticulum, Primary cilium"	"Microtubules, Cytokinetic bridge, Primary cilium transition zone"	"HPA043261: AB_2630368, HPA043264: AB_2678398, HPA044028: AB_2678781"	"unprognostic (5.46e-3)"		"unprognostic (2.12e-1)"															"unprognostic (1.74e-2)"													
HSD3B2	SDR11E2	ENSG00000203859	"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	P26439	1	119414931-119423035	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Steroidogenesis"	"Isomerase, Multifunctional enzyme, Oxidoreductase"	"Congenital adrenal hyperplasia, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	56	"adrenal gland: 2106.0"	"Cell type enriched"	"Detected in some"	16	"Proximal enterocytes: 51.7"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	18	"skin cancer: 9.2"	"Adrenal gland - Adrenal cortex cells"									"HPA043261, HPA043264, HPA044028"	Supported		Approved	"Nucleoli,Endoplasmic reticulum,Microtubules,Cytokinetic bridge,Primary cilium,Primary cilium transition zone"			Yes	NA				"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 53: Neurons - Mixed function"	"Cluster 9: Skin cancer - Melanin biosynthesis"	"Cluster 22: Proximal enterocytes - Digestion"	2	"Endoplasmic reticulum, Primary cilium"	"Nucleoli, Microtubules, Cytokinetic bridge, Primary cilium transition zone"	"HPA043261: AB_2630368, HPA043264: AB_2678398, HPA044028: AB_2678781"			"unprognostic (4.24e-1)"			"unprognostic (3.79e-2)"																									
IER3IP1		ENSG00000134049	"Immediate early response 3 interacting protein 1"	Q9Y5U9	18	47152834-47176364	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Protein transport, Transport"		"Diabetes mellitus, Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Proximal tubular cells: 316.5"	"Low cell type specificity"	"Detected in some"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid gland - Thyroid glandular cells"					"Low region specificity"	"Detected in all"			HPA010027	Supported		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 13: Non-specific - Mixed function"	"Cluster 39: Non-specific - Basic cellular processes"	36	"Endoplasmic reticulum"		"HPA010027: AB_1079098"	"unprognostic (2.45e-1)"	"unprognostic (1.50e-3)"	"unprognostic (3.58e-2)"	"unprognostic (7.33e-2)"	"unprognostic (1.02e-2)"	"unprognostic (8.74e-2)"	"unprognostic (1.55e-2)"	"unprognostic (1.84e-1)"	"unprognostic (9.53e-2)"	"unprognostic (3.67e-1)"	"unprognostic (2.80e-5)"	"unprognostic (6.96e-3)"	"unprognostic (8.31e-2)"	"unprognostic (6.18e-4)"	"unprognostic (2.16e-5)"	"unprognostic (3.40e-1)"	"unprognostic (9.05e-2)"	"unprognostic (1.61e-1)"	"unprognostic (7.95e-2)"	"unprognostic (2.78e-3)"	"unprognostic (7.61e-2)"	"unprognostic (2.96e-1)"	"unprognostic (2.59e-1)"	"unprognostic (9.68e-3)"	"unprognostic (7.62e-2)"	"unprognostic (2.46e-2)"	"unprognostic (4.57e-2)"	"unprognostic (1.82e-1)"	"unprognostic (7.55e-2)"	"unprognostic (1.91e-1)"	"unprognostic (3.35e-2)"
